GO	Pvalue	Odds	name	defin
GO:0007216	0.000362452	10.52242074	G-protein coupled glutamate receptor signaling pathway	"A series of molecular signals initiated by glutamate binding to a glutamate receptor on the surface of the target cell, and proceeding with the activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. Ends with regulation of a downstream cellular process, e.g. transcription." [GOC:mah, GOC:signaling, PMID:9131252]
GO:0000220	0.00031344	18.51851648	vacuolar proton-transporting V-type ATPase, V0 domain	"The V0 domain of a proton-transporting V-type ATPase found in the vacuolar membrane." [GOC:mah, PMID:16449553]
GO:0004114	7.77016E-07	9.648499346	3',5'-cyclic-nucleotide phosphodiesterase activity	"Catalysis of the reaction: nucleoside 3',5'-cyclic phosphate + H2O = nucleoside 5'-phosphate." [EC:3.1.4.17]
GO:0035841	0.009734104	23.14516684	new growing cell tip	"A cell tip that was newly formed at the last cell division, and that has started to grow after the cell has activated bipolar cell growth (i.e. in which new end take-off, NETO, has taken place). New end take-off is when monopolar cells initiate bipolar growth." [GOC:expert_jd, GOC:mah, PMID:19431238]
GO:1902958	9.31032E-05	30.86437762	positive regulation of mitochondrial electron transport, NADH to ubiquinone	"Any process that activates or increases the frequency, rate or extent of mitochondrial electron transport, NADH to ubiquinone." [GO_REF:0000058, GOC:dph, GOC:TermGenie, PMID:23530063]
GO:0030832	0.000667132	34.72013898	regulation of actin filament length	"Any process that controls the length of actin filaments in a cell." [GOC:dph, GOC:mah]
GO:0017048	0.008244299	3.753912883	Rho GTPase binding	"Interacting selectively and non-covalently with Rho protein, any member of the Rho subfamily of the Ras superfamily of monomeric GTPases. Proteins in the Rho subfamily are involved in relaying signals from cell-surface receptors to the actin cytoskeleton." [ISBN:0198547684, PMID:12581856]
GO:0098706	0.000505219	15.43205119	ferric iron import across plasma membrane	"The directed movement of ferric iron (Fe(III) or Fe3+) ions from outside of a cell, across the plasma membrane and into the cytosol." [GOC:mah, PMID:8321236]
GO:1903200	0.005004746	46.29047128	positive regulation of L-dopa decarboxylase activity	"Any process that activates or increases the frequency, rate or extent of L-dopa decarboxylase activity." [GO_REF:0000059, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:19703902]
GO:1905165	0.009734104	23.14516684	regulation of lysosomal protein catabolic process	"Any process that modulates the frequency, rate or extent of lysosomal protein catabolic process." [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:23499937]
GO:0061024	0.003230716	5.787176576	membrane organization	"A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins." [GOC:dph, GOC:tb]
GO:0031090	0.000180064	23.14821441	organelle membrane	"A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle." [GOC:dos, GOC:mah]
GO:1903384	9.31032E-05	30.86437762	negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway	"Any process that stops, prevents or reduces the frequency, rate or extent of a hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway." [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:23261939]
GO:0009058	0.002077017	4.379866446	biosynthetic process	"The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones." [GOC:curators, ISBN:0198547684]
GO:1904022	0.009734104	23.14516684	positive regulation of G-protein coupled receptor internalization	"Any process that activates or increases the frequency, rate or extent of G-protein coupled receptor internalization." [GO_REF:0000058, GOC:TermGenie, PMID:24732013]
GO:0045177	8.15526E-05	3.175253821	apical part of cell	"The region of a polarized cell that forms a tip or is distal to a base. For example, in a polarized epithelial cell, the apical region has an exposed surface and lies opposite to the basal lamina that separates the epithelium from other tissue." [GOC:mah, ISBN:0815316194]
GO:0070925	0.000275388	69.44048438	organelle assembly	"The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane." [GOC:mah]
GO:0052851	0.00031344	18.51851648	ferric-chelate reductase (NADPH) activity	"Catalysis of the reaction: 2 Fe3+ + NADPH = 2 Fe2+ + H+ + NADP+ ." [MetaCyc:RXN0-6555]
GO:1904426	9.31032E-05	30.86437762	positive regulation of GTP binding	"Any process that activates or increases the frequency, rate or extent of GTP binding." [GO_REF:0000059, GOC:TermGenie, PMID:19066305, PMID:21454546]
GO:0005484	0.000687829	4.167542676	SNAP receptor activity	"Acting as a marker to identify a membrane and interacting selectively with one or more SNAREs on another membrane to mediate membrane fusion." [GOC:mah, PMID:14570579]
GO:0051409	9.31032E-05	30.86437762	response to nitrosative stress	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrosative stress stimulus. Nitrosative stress is a state often resulting from exposure to high levels of nitric oxide (NO) or the highly reactive oxidant peroxynitrite, which is produced following interaction of NO with superoxide anions." [PMID:15925705]
GO:0071944	0.00634418	2.893937569	cell periphery	"The part of a cell encompassing the cell cortex, the plasma membrane, and any external encapsulating structures." [GOC:mah]
GO:0042582	0.001556426	10.28794238	azurophil granule	"Primary lysosomal granule found in neutrophil granulocytes. Contains a wide range of hydrolytic enzymes and is released into the extracellular fluid." [GOC:jl, PMID:17152095]
GO:0016095	0.009734104	23.14516684	polyprenol catabolic process	"The chemical reactions and pathways resulting in the breakdown of polyprenols, prenols with more than 4 isoprenoid residues, which may be all-trans, or a mixture of cis and trans." [GOC:go_curators, http://www.chem.qmul.ac.uk/iupac/misc/prenol.html#p2]
GO:0030552	7.44708E-05	6.860149433	cAMP binding	"Interacting selectively and non-covalently with cAMP, the nucleotide cyclic AMP (adenosine 3',5'-cyclophosphate)." [GOC:ai]
GO:2000256	0.009734104	23.14516684	positive regulation of male germ cell proliferation	"Any process that activates or increases the frequency, rate or extent of male germ cell proliferation." [GOC:obol]
GO:0015677	0.001556426	10.28794238	copper ion import	"The directed movement of copper ions into a cell or organelle." [GOC:ai]
GO:0016209	0.000504434	5.787835513	antioxidant activity	"Inhibition of the reactions brought about by dioxygen (O2) or peroxides. Usually the antioxidant is effective because it can itself be more easily oxidized than the substance protected. The term is often applied to components that can trap free radicals, thereby breaking the chain reaction that normally leads to extensive biological damage." [ISBN:0198506732]
GO:2001237	0.000463577	4.433595581	negative regulation of extrinsic apoptotic signaling pathway	"Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway." [GOC:mtg_apoptosis]
GO:0008152	9.70924E-10	2.753739579	metabolic process	"The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation." [GOC:go_curators, ISBN:0198547684]
GO:0042602	0.000275388	69.44048438	riboflavin reductase (NADPH) activity	"Catalysis of the reaction: reduced riboflavin + NADP+ = riboflavin + NADPH + 2 H+." [EC:1.5.1.30]
GO:0017034	0.000767844	13.22743313	Rap guanyl-nucleotide exchange factor activity	"Stimulates the exchange of guanyl nucleotides associated with a GTPase of the Rap family. Under normal cellular physiological conditions, the concentration of GTP is higher than that of GDP, favoring the replacement of GDP by GTP in association with the GTPase." [GOC:mah]
GO:0048037	0.004583394	5.261038335	cofactor binding	"Interacting selectively and non-covalently with a cofactor, a substance that is required for the activity of an enzyme or other protein. Cofactors may be inorganic, such as the metal atoms zinc, iron, and copper in certain forms, or organic, in which case they are referred to as coenzymes. Cofactors may either be bound tightly to active sites or bind loosely with the substrate." [ISBN:0198506732]
GO:0019322	0.00219292	17.35996629	pentose biosynthetic process	"The chemical reactions and pathways resulting in the formation of a pentose, any monosaccharide with a chain of five carbon atoms in the molecule." [ISBN:0198506732]
GO:0043949	0.000505219	15.43205119	regulation of cAMP-mediated signaling	"Any process which modulates the frequency, rate or extent of cAMP-mediated signaling, a series of molecular signals in which a cell uses cyclic AMP to convert an extracellular signal into a response." [GOC:jl]
GO:0042542	0.003456567	3.952515401	response to hydrogen peroxide	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen peroxide (H2O2) stimulus." [GOC:jl]
GO:0004496	4.12645E-05	46.29670405	mevalonate kinase activity	"Catalysis of the reaction: (R)-mevalonate + ATP = (R)-5-phosphomevalonate + ADP + 2 H(+)." [EC:2.7.1.36, RHEA:17068]
GO:0030139	0.000476844	3.992078959	endocytic vesicle	"A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting." [GOC:go_curators, PMID:19696797]
GO:0036466	0.009734104	23.14516684	synaptic vesicle recycling via endosome	"Synaptic vesicle recycling where vesicles endocytose via clathrin-coated pits, re-acidify, and refill with neurotransmitters after passing through an endosomal intermediate." [GOC:bf, GOC:dos, GOC:pad, GOC:PARL, PMID:15217342]
GO:0006750	1.08264E-06	14.24859565	glutathione biosynthetic process	"The chemical reactions and pathways resulting in the formation of glutathione, the tripeptide glutamylcysteinylglycine, which acts as a coenzyme for some enzymes and as an antioxidant in the protection of sulfhydryl groups in enzymes and other proteins." [CHEBI:16856, GOC:ai, GOC:al, GOC:pde, ISBN:0198506732]
GO:0015234	0.00494423	11.57324205	thiamine transmembrane transporter activity	"Enables the transfer of thiamine from one side of a membrane to the other. Thiamine is vitamin B1, a water soluble vitamin present in fresh vegetables and meats, especially liver." [GOC:ai, GOC:mtg_transport, ISBN:0815340729]
GO:0070513	0.00494423	11.57324205	death domain binding	"Interacting selectively and non-covalently with a death domain of a protein. The death domain (DD) is a homotypic protein interaction module composed of a bundle of six alpha-helices. DD bind each other forming oligomers. Some DD-containing proteins are involved in the regulation of apoptosis and inflammation through their activation of caspases and NF-kappaB." [GOC:BHF, GOC:rl, InterPro:IPR000488, Pfam:PF00531]
GO:0005902	0.001634649	3.106024353	microvillus	"Thin cylindrical membrane-covered projections on the surface of an animal cell containing a core bundle of actin filaments. Present in especially large numbers on the absorptive surface of intestinal cells." [ISBN:0813516194]
GO:0016601	0.000703628	6.614351583	Rac protein signal transduction	"A series of molecular signals within the cell that are mediated by a member of the Rac family of proteins switching to a GTP-bound active state." [GOC:bf]
GO:1903428	0.004537291	7.122336963	positive regulation of reactive oxygen species biosynthetic process	"Any process that activates or increases the frequency, rate or extent of reactive oxygen species biosynthetic process." [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]
GO:0006536	0.004537291	7.122336963	glutamate metabolic process	"The chemical reactions and pathways involving glutamate, the anion of 2-aminopentanedioic acid." [GOC:go_curators]
GO:0051764	1.45221E-05	11.57615279	actin crosslink formation	"The process in which two or more actin filaments are connected together by proteins that act as crosslinks between the filaments. The crosslinked filaments may be on the same or differing axes." [GOC:ai]
GO:1990182	0.003400633	13.88793175	exosomal secretion	"The process whereby a membrane-bounded vesicle is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane." [GOC:hjd, PMID:10572093, PMID:12154376, PMID:16773132, PMID:18617898]
GO:0034614	0.00576586	4.085176924	cellular response to reactive oxygen species	"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals." [GOC:mah]
GO:0051900	0.000180064	23.14821441	regulation of mitochondrial depolarization	"Any process that modulates the frequency, rate or extent of the change in the membrane potential of the mitochondria from negative to positive." [GOC:ai]
GO:0070062	1.44844E-10	1.681464402	extracellular exosome	"A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm." [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]
GO:0006198	3.49945E-06	11.57688072	cAMP catabolic process	"The chemical reactions and pathways resulting in the breakdown of the nucleotide cAMP (cyclic AMP, adenosine 3',5'-cyclophosphate)." [ISBN:0198506732]
GO:0009725	0.000341579	5.29198942	response to hormone	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus." [GOC:jl]
GO:0004096	0.003400633	13.88793175	catalase activity	"Catalysis of the reaction: 2 hydrogen peroxide = O2 + 2 H2O." [EC:1.11.1.6]
GO:0002027	0.00921808	3.655114836	regulation of heart rate	"Any process that modulates the frequency or rate of heart contraction." [GOC:dph, GOC:tb, PMID:10358008]
GO:0016863	0.005004746	46.29047128	intramolecular oxidoreductase activity, transposing C=C bonds	"Catalysis of an oxidation-reduction (redox) reaction in which the hydrogen donor and acceptor are the same molecule, one or more carbon-carbon double bonds in the molecule are rearranged, and no oxidized product appears." [EC:5.3.3, GOC:mah]
GO:0008781	0.009734104	23.14516684	N-acylneuraminate cytidylyltransferase activity	"Catalysis of the reaction: CTP + N-acylneuraminate = diphosphate + CMP-N-acylneuraminate." [EC:2.7.7.43]
GO:0042743	0.001556426	10.28794238	hydrogen peroxide metabolic process	"The chemical reactions and pathways involving hydrogen peroxide (H2O2), a potentially harmful byproduct of aerobic cellular respiration which can cause damage to DNA." [GOC:jl, http://biotech.icmb.utexas.edu/]
GO:0004306	0.005004746	46.29047128	ethanolamine-phosphate cytidylyltransferase activity	"Catalysis of the reaction: CTP + ethanolamine phosphate = diphosphate + CDP-ethanolamine." [EC:2.7.7.14]
GO:0000149	0.002965132	3.046423538	SNARE binding	"Interacting selectively and non-covalently with a SNARE (soluble N-ethylmaleimide-sensitive factor attached protein receptor) protein." [PMID:12642621]
GO:0060183	0.009734104	23.14516684	apelin receptor signaling pathway	"The series of molecular signals generated as a consequence of an apelin receptor binding to one of its physiological ligands." [GOC:dph]
GO:0018323	0.005004746	46.29047128	enzyme active site formation via L-cysteine sulfinic acid	"The oxidation of peptidyl-cysteine to form peptidyl-L-cysteine sulfinic acid." [RESID:AA0262]
GO:0030225	0.008366682	5.786847175	macrophage differentiation	"The process in which a relatively unspecialized monocyte acquires the specialized features of a macrophage." [GOC:add, ISBN:0781735149]
GO:0042806	9.31032E-05	30.86437762	fucose binding	"Interacting selectively and non-covalently with fucose, the pentose 6-deoxygalactose." [CHEBI:33984, ISBN:0582227089]
GO:0031201	0.000327581	3.859183533	SNARE complex	"A protein complex involved in membrane fusion; a stable ternary complex consisting of a four-helix bundle, usually formed from one R-SNARE and three Q-SNAREs with an ionic layer sandwiched between hydrophobic layers. One well-characterized example is the neuronal SNARE complex formed of synaptobrevin 2, syntaxin 1a, and SNAP-25." [GOC:bhm, GOC:pr, PMID:10872468, PMID:19450911]
GO:2001233	0.009734104	23.14516684	regulation of apoptotic signaling pathway	"Any process that modulates the frequency, rate or extent of apoptotic signaling pathway." [GOC:mtg_apoptosis]
GO:0032497	0.003400633	13.88793175	detection of lipopolysaccharide	"The series of events in which a lipopolysaccharide stimulus is received by a cell and converted into a molecular signal. Lipopolysaccharide is a major component of the cell wall of gram-negative bacteria." [GOC:add, PMID:15998797]
GO:0070358	0.001292998	23.14669052	actin polymerization-dependent cell motility	"A process involved in the controlled movement of a bacterial cell powered by the continuous polymerization of actin at one pole of the cell." [GOC:mah, PMID:15773977]
GO:2000157	0.009734104	23.14516684	negative regulation of ubiquitin-specific protease activity	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin-specific protease (deubiquitinase) activity." [GOC:obol]
GO:0003978	0.009734104	23.14516684	UDP-glucose 4-epimerase activity	"Catalysis of the reaction: UDP-glucose = UDP-galactose." [EC:5.1.3.2]
GO:0071257	0.002107763	9.259120622	cellular response to electrical stimulus	"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electrical stimulus." [GOC:mah]
GO:2000251	0.003230716	5.787176576	positive regulation of actin cytoskeleton reorganization	"Any process that activates or increases the frequency, rate or extent of actin cytoskeleton reorganization." [GOC:BHF]
GO:0005764	8.83364E-07	2.396224134	lysosome	"A small lytic vacuole that has cell cycle-independent morphology and is found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if properly isolated. About 40 different lysosomal hydrolases are known and lysosomes have a great variety of morphologies and functions." [GOC:mah, ISBN:0198506732]
GO:0061028	0.008366682	5.786847175	establishment of endothelial barrier	"The establishment of a barrier between endothelial cell layers, such as those in the brain, lung or intestine, to exert specific and selective control over the passage of water and solutes, thus allowing formation and maintenance of compartments that differ in fluid and solute composition." [GOC:dph]
GO:1902685	0.000275388	69.44048438	positive regulation of receptor localization to synapse	"Any process that activates or increases the frequency, rate or extent of receptor localization to synapse." [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:22252129]
GO:0005008	0.009734104	23.14516684	hepatocyte growth factor-activated receptor activity	"Combining with hepatocyte growth factor and transmitting the signal across the plasma membrane to initiate a change in cell activity." [GOC:mah]
GO:0008553	0.005644139	6.613578948	hydrogen-exporting ATPase activity, phosphorylative mechanism	"Enables the transfer of protons from one side of a membrane to the other according to the reaction: ATP + H2O + H+(in) -> ADP + phosphate + H+(out). These transporters use a phosphorylative mechanism, which have a phosphorylated intermediate state during the ion transport cycle." [EC:3.6.3.6]
GO:0048269	9.31032E-05	30.86437762	methionine adenosyltransferase complex	"A multimeric enzyme complex composed of variable numbers of catalytic alpha subunits, and noncatalytic beta subunits. The beta subunits are believed to have a regulatory function. The enzyme complex catalyzes the synthesis of S-adenosylmethionine (AdoMet), which is the major methyl group donor, participating in the methylation of proteins, DNA, RNA, phospholipids, and other small molecules." [EC:2.5.1.6, GOC:jid, PMID:10644686]
GO:0061750	0.009734104	23.14516684	acid sphingomyelin phosphodiesterase activity	"Catalysis of the reaction: H(2)O + sphingomyelin = ceramide + choline phosphate + H(+) in an acidic environment." [GOC:dph, PMID:26493087]
GO:0036336	0.003400633	13.88793175	dendritic cell migration	"The movement of a dendritic cell within or between different tissues and organs of the body." [CL:0000451, GOC:nhn, PMID:19339990]
GO:0097199	0.005004746	46.29047128	cysteine-type endopeptidase activity involved in apoptotic signaling pathway	"Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile, and contributing to the apoptotic signaling pathway." [GOC:mtg_apoptosis, http://en.wikipedia.org/wiki/Caspase, PMID:11717445]
